                   0000010000101;                   1111010110101
                   0000010000011;                   1110111101110
                   0000010000011;                   1110111101110
                   0000010000101;                   1111010110101
                   0000010000010;                   1111110000010
                   1111100000000;                   1111111010101
                   0000010000010;                   1111110000010
                   1111100000000;                   1111111010101
                   0000010000010;                   1111110000010
                   1111110110111;                   1111110001001
                   1111110110111;                   1111010111001
                   0000010000101;                   1111010110101
                   1111110110111;                   1111010111001
                   1111011101011;                   1111010110101
                   1111011100000;                   1110111110110
                   1111011100000;                   1110111110110
                   1111011101011;                   1111010110101
                   1111110110111;                   1111010111001
                   1111110110000;                   1110111101101
                   1111110110111;                   1111010111001
                   1111011101011;                   1111010110101
                   1111011101110;                   1111110001010
                   1111011101011;                   1111010110101
                   1111011101011;                   1111010110101
                   1111011100000;                   1110111110110
                   1111011100000;                   1110111110110
                   1111011100000;                   1110111110110
                   1111011100000;                   1110111110110
                   1111011100000;                   1110111110110
                   1111011101011;                   1111010110101
                   1111011101011;                   1111010110101
                   1111110110111;                   1111010111001
                   1111011101011;                   1111010110101
                   1111011101110;                   1111110001010
                   1111011100010;                   1111111100000
                   1111011101011;                   0000010011110
                   1111011100111;                   0000011110001
                   1111110110111;                   0000011110011
                   1111011100111;                   0000011110001
                   1111011101011;                   0000000110111
